Curs;Estudis;Codi àrea territorial;Àrea territorial;Naturalesa;Titularitat;Matrícula concertada (S/N);Sexe;NESE agrupació;NESE descripció;Alumnes matriculats
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;PLURIDISCAPACITAT;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;RETARD DEL DESENVOLUPAMENT SENSE ETIOLOGIA CLARA;13
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRANSTORN GREU DE LA CONDUCTA;28
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRASTORN MENTAL GREU;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRASTORNS DE L'ESPECTRE AUTISTA;119
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;ALTES CAPACITATS;27
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;22
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;RETARD GREU DE L'APRENENTATGE;17
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;SITUACIONS SOCIOECONÒMIQUES I/O SOCIOCULTURALS DESAFAVORIDES;116
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;429
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA LLEUGERA;7
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA MITJANA;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA PROFUNDA;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA SEVERA;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL LLEUGERA;152
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL MODERADA;23
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL PROFUNDA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL SEVERA;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU AUTÒNOM;9
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT VISUAL;7
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;PLURIDISCAPACITAT;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;RETARD DEL DESENVOLUPAMENT SENSE ETIOLOGIA CLARA;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRANSTORN GREU DE LA CONDUCTA;23
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRASTORN MENTAL GREU;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRASTORNS DE L'ESPECTRE AUTISTA;48
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALTES CAPACITATS;16
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;349
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;RETARD GREU DE L'APRENENTATGE;82
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;SITUACIONS SOCIOECONÒMIQUES I/O SOCIOCULTURALS DESAFAVORIDES;411
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;508
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA LLEUGERA;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA MITJANA;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA PROFUNDA;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA SEVERA;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL LLEUGERA;220
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL MODERADA;31
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU AUTÒNOM;14
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU DEPENENT;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU SEMIAUTÒNOM;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT VISUAL;10
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;PLURIDISCAPACITAT;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;RETARD DEL DESENVOLUPAMENT SENSE ETIOLOGIA CLARA;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRANSTORN GREU DE LA CONDUCTA;115
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRASTORN MENTAL GREU;7
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRASTORNS DE L'ESPECTRE AUTISTA;290
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;ALTES CAPACITATS;38
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;351
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;RETARD GREU DE L'APRENENTATGE;112
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;SITUACIONS SOCIOECONÒMIQUES I/O SOCIOCULTURALS DESAFAVORIDES;546
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;792
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;NO;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU AUTÒNOM;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;NO;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT VISUAL;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;NO;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRASTORNS DE L'ESPECTRE AUTISTA;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;NO;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALTES CAPACITATS;13
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;NO;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;51
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;NO;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;72
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;NO;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA LLEUGERA;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;NO;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL LLEUGERA;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;NO;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT VISUAL;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;NO;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRANSTORN GREU DE LA CONDUCTA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;NO;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRASTORNS DE L'ESPECTRE AUTISTA;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;NO;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;ALTES CAPACITATS;28
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;NO;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;57
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;NO;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;89
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA LLEUGERA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA MITJANA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA SEVERA;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL LLEUGERA;22
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL MODERADA;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU AUTÒNOM;7
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU DEPENENT;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU SEMIAUTÒNOM;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT VISUAL;8
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;PLURIDISCAPACITAT;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;RETARD DEL DESENVOLUPAMENT SENSE ETIOLOGIA CLARA;7
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRANSTORN GREU DE LA CONDUCTA;10
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRASTORN MENTAL GREU;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRASTORNS DE L'ESPECTRE AUTISTA;30
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALTES CAPACITATS;35
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;116
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;RETARD GREU DE L'APRENENTATGE;15
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;SITUACIONS SOCIOECONÒMIQUES I/O SOCIOCULTURALS DESAFAVORIDES;527
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;748
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA LLEUGERA;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA MITJANA;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA PROFUNDA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA SEVERA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL LLEUGERA;32
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL MODERADA;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU AUTÒNOM;11
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU SEMIAUTÒNOM;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT VISUAL;8
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;RETARD DEL DESENVOLUPAMENT SENSE ETIOLOGIA CLARA;16
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRANSTORN GREU DE LA CONDUCTA;33
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRASTORN MENTAL GREU;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRASTORNS DE L'ESPECTRE AUTISTA;211
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;ALTES CAPACITATS;67
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;122
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;RETARD GREU DE L'APRENENTATGE;20
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;SITUACIONS SOCIOECONÒMIQUES I/O SOCIOCULTURALS DESAFAVORIDES;551
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;1207
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA LLEUGERA;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA MITJANA;9
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA PROFUNDA;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA SEVERA;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL LLEUGERA;125
